$spouts,$max_spout,$sorters,$emit_freq,$chunk_size,$message_size,<$throughput
1,100,3,10,1.00E+05,10000,38710
1,100,3,10,1.00E+05,1.00E+05,41473
1,100,3,10,1.00E+06,1000,39479
1,100,3,10,1.00E+06,10000,40206
1,100,3,10,1.00E+06,1.00E+05,41402
1,100,3,10,2.00E+06,1000,38669
1,100,3,10,2.00E+06,10000,37337
1,100,3,10,2.00E+06,1.00E+05,39392
1,100,3,10,1.00E+07,1000,37764
1,100,3,10,1.00E+07,10000,38544
1,100,3,10,1.00E+07,1.00E+05,36395
1,100,3,60,1.00E+05,1000,40578
1,100,3,60,1.00E+05,10000,38930
1,100,3,60,1.00E+05,1.00E+05,38979
1,100,3,60,1.00E+06,1000,40022
1,100,3,60,1.00E+06,10000,38574
1,100,3,60,1.00E+06,1.00E+05,37232
1,100,3,60,2.00E+06,1000,39227
1,100,3,60,2.00E+06,10000,38049
1,100,3,60,2.00E+06,1.00E+05,38741
1,100,3,60,1.00E+07,1000,37852
1,100,3,60,1.00E+07,10000,37796
1,100,3,60,1.00E+07,1.00E+05,40513
1,100,3,120,1.00E+05,1000,37417
1,100,3,120,1.00E+05,10000,40619
1,100,3,120,1.00E+05,1.00E+05,34570
1,100,3,120,1.00E+06,1000,38182
1,100,3,120,1.00E+06,10000,37421
1,100,3,120,1.00E+06,1.00E+05,39697
1,100,3,120,2.00E+06,1000,37353
1,100,3,120,2.00E+06,10000,40974
1,100,3,120,2.00E+06,1.00E+05,36171
1,100,3,120,1.00E+07,1000,39189
1,100,3,120,1.00E+07,10000,38427
1,100,3,120,1.00E+07,1.00E+05,40568
1,100,3,300,1.00E+05,1000,37704
1,100,3,300,1.00E+05,10000,38641
1,100,3,300,1.00E+05,1.00E+05,36541
1,100,3,300,1.00E+06,1000,39448
1,100,3,300,1.00E+06,10000,38981
1,100,3,300,1.00E+06,1.00E+05,40021
1,100,3,300,2.00E+06,1000,40462
1,100,3,300,2.00E+06,10000,36366
1,100,3,300,2.00E+06,1.00E+05,38146
1,100,3,300,1.00E+07,1000,39146
1,100,3,300,1.00E+07,10000,38501
1,100,3,300,1.00E+07,1.00E+05,37574
1,100,6,1,1.00E+05,1000,39254
1,100,6,1,1.00E+05,10000,37764
1,100,6,1,1.00E+05,1.00E+05,37687
1,100,6,1,1.00E+06,1000,40567
1,100,6,1,1.00E+06,10000,38008
1,100,6,1,1.00E+06,1.00E+05,37122
1,100,6,1,2.00E+06,1000,38699
1,100,6,1,2.00E+06,10000,36045
1,100,6,1,2.00E+06,1.00E+05,37856
1,100,6,1,1.00E+07,1000,33807
1,100,6,1,1.00E+07,10000,34382
1,100,6,1,1.00E+07,1.00E+05,32596
1,100,6,10,1.00E+05,1000,40724
1,100,6,10,1.00E+05,10000,38824
1,100,6,10,1.00E+05,1.00E+05,38409
1,100,6,10,1.00E+06,1000,38756
1,100,6,10,1.00E+06,10000,37183
1,100,6,10,1.00E+06,1.00E+05,37810
1,100,6,10,2.00E+06,1000,36621
1,100,6,10,2.00E+06,10000,35983
1,100,6,10,2.00E+06,1.00E+05,38567
1,100,6,10,1.00E+07,1000,36287
1,100,6,10,1.00E+07,10000,36364
1,100,6,10,1.00E+07,1.00E+05,34964
1,100,6,60,1.00E+05,1000,38318
1,100,6,60,1.00E+05,10000,40114
1,100,6,60,1.00E+05,1.00E+05,40122
1,100,6,60,1.00E+06,1000,37333
1,100,6,60,1.00E+06,10000,39243
1,100,6,60,1.00E+06,1.00E+05,37800
1,100,6,60,2.00E+06,1000,35596
1,100,6,60,2.00E+06,10000,35738
1,100,6,60,2.00E+06,1.00E+05,38499
1,100,6,60,1.00E+07,1000,37964
1,100,6,60,1.00E+07,10000,35331
1,100,6,60,1.00E+07,1.00E+05,37268
1,100,6,120,1.00E+05,1000,38556
1,100,6,120,1.00E+05,10000,37114
1,100,6,120,1.00E+05,1.00E+05,36629
1,100,6,120,1.00E+06,1000,37550
1,100,6,120,1.00E+06,10000,36537
1,100,6,120,1.00E+06,1.00E+05,34157
1,100,6,120,2.00E+06,1000,38454
1,100,6,120,2.00E+06,10000,38869
1,100,6,120,2.00E+06,1.00E+05,39329
1,100,6,120,1.00E+07,1000,33719
1,100,6,120,1.00E+07,10000,38612
1,100,6,120,1.00E+07,1.00E+05,35853
1,100,6,300,1.00E+05,1000,36438
1,100,6,300,1.00E+05,10000,39369
1,100,6,300,1.00E+05,1.00E+05,38323
1,100,6,300,1.00E+06,1000,40908
1,100,6,300,1.00E+06,10000,37759
1,100,6,300,1.00E+06,1.00E+05,39489
1,100,6,300,2.00E+06,1000,40372
1,100,6,300,2.00E+06,10000,38527
1,100,6,300,2.00E+06,1.00E+05,36725
1,100,6,300,1.00E+07,1000,37466
1,100,6,300,1.00E+07,10000,38275
1,100,6,300,1.00E+07,1.00E+05,37473
1,100,9,1,1.00E+05,1000,38968
1,100,9,1,1.00E+05,10000,40289
1,100,9,1,1.00E+05,1.00E+05,37428
1,100,9,1,1.00E+06,1000,39795
1,100,9,1,1.00E+06,10000,38980
1,100,9,1,1.00E+06,1.00E+05,40512
1,100,9,1,2.00E+06,1000,40265
1,100,9,1,2.00E+06,10000,42821
1,100,9,1,2.00E+06,1.00E+05,40146
1,100,9,1,1.00E+07,1000,30919
1,100,9,1,1.00E+07,10000,30566
1,100,9,1,1.00E+07,1.00E+05,33536
1,100,9,10,1.00E+05,1000,37735
1,100,9,10,1.00E+05,10000,38951
1,100,9,10,1.00E+05,1.00E+05,39674
1,100,9,10,1.00E+06,1000,38576
1,100,9,10,1.00E+06,10000,36493
1,100,9,10,1.00E+06,1.00E+05,39345
1,100,9,10,2.00E+06,1000,40384
1,100,9,10,2.00E+06,10000,38443
1,100,9,10,2.00E+06,1.00E+05,38393
1,100,9,10,1.00E+07,1000,33290
1,100,9,10,1.00E+07,10000,37248
1,100,9,10,1.00E+07,1.00E+05,36256
1,100,9,60,1.00E+05,1000,38457
1,100,9,60,1.00E+05,10000,35766
1,100,9,60,1.00E+05,1.00E+05,37766
1,100,9,60,1.00E+06,1000,37508
1,100,9,60,1.00E+06,10000,37585
1,100,9,60,1.00E+06,1.00E+05,38295
1,100,9,60,2.00E+06,1000,39755
1,100,9,60,2.00E+06,10000,34710
1,100,9,60,2.00E+06,1.00E+05,38825
1,100,9,60,1.00E+07,1000,35491
1,100,9,60,1.00E+07,10000,36045
1,100,9,60,1.00E+07,1.00E+05,37351
1,100,9,120,1.00E+05,1000,39995
1,100,9,120,1.00E+05,10000,37263
1,100,9,120,1.00E+05,1.00E+05,38018
1,100,9,120,1.00E+06,1000,39529
1,100,9,120,1.00E+06,10000,40146
1,100,9,120,1.00E+06,1.00E+05,37658
1,100,9,120,2.00E+06,1000,40252
1,100,9,120,2.00E+06,10000,37349
1,100,9,120,2.00E+06,1.00E+05,37853
1,100,9,120,1.00E+07,1000,36373
1,100,9,120,1.00E+07,10000,36432
1,100,9,120,1.00E+07,1.00E+05,36370
1,100,9,300,1.00E+05,1000,35005
1,100,9,300,1.00E+05,10000,40142
1,100,9,300,1.00E+05,1.00E+05,38642
1,100,9,300,1.00E+06,1000,37134
1,100,9,300,1.00E+06,10000,40606
1,100,9,300,1.00E+06,1.00E+05,39572
1,100,9,300,2.00E+06,1000,39120
1,100,9,300,2.00E+06,10000,37446
1,100,9,300,2.00E+06,1.00E+05,37402
1,100,9,300,1.00E+07,1000,35181
1,100,9,300,1.00E+07,10000,33932
1,100,9,300,1.00E+07,1.00E+05,32233
1,100,12,1,1.00E+05,1000,41192
1,100,12,1,1.00E+05,10000,39203
1,100,12,1,1.00E+05,1.00E+05,40947
1,100,12,1,1.00E+06,1000,39571
1,100,12,1,1.00E+06,10000,38335
1,100,12,1,1.00E+06,1.00E+05,41197
1,100,12,1,2.00E+06,1000,37031
1,100,12,1,2.00E+06,10000,38065
1,100,12,1,2.00E+06,1.00E+05,36059
1,100,12,1,1.00E+07,1000,28276
1,100,12,1,1.00E+07,10000,29924
1,100,12,1,1.00E+07,1.00E+05,32279
1,100,12,10,1.00E+05,1000,39081
1,100,12,10,1.00E+05,10000,39360
1,100,12,10,1.00E+05,1.00E+05,41198
1,100,12,10,1.00E+06,1000,41495
1,100,12,10,1.00E+06,10000,40128
1,100,12,10,1.00E+06,1.00E+05,39920
1,100,12,10,2.00E+06,1000,38420
1,100,12,10,2.00E+06,10000,40760
1,100,12,10,2.00E+06,1.00E+05,37541
1,100,12,10,1.00E+07,1000,32998
1,100,12,10,1.00E+07,10000,35455
1,100,12,10,1.00E+07,1.00E+05,33849
1,100,12,60,1.00E+05,1000,40084
1,100,12,60,1.00E+05,10000,38674
1,100,12,60,1.00E+05,1.00E+05,37660
1,100,12,60,1.00E+06,1000,38831
1,100,12,60,1.00E+06,10000,39036
1,100,12,60,1.00E+06,1.00E+05,39112
1,100,12,60,2.00E+06,1000,39510
1,100,12,60,2.00E+06,10000,38043
1,100,12,60,2.00E+06,1.00E+05,39902
1,100,12,60,1.00E+07,1000,38694
1,100,12,60,1.00E+07,10000,40083
1,100,12,60,1.00E+07,1.00E+05,35594
1,100,12,120,1.00E+05,1000,38260
1,100,12,120,1.00E+05,10000,39312
1,100,12,120,1.00E+05,1.00E+05,37211
1,100,12,120,1.00E+06,1000,39326
1,100,12,120,1.00E+06,10000,39145
1,100,12,120,1.00E+06,1.00E+05,38854
1,100,12,120,2.00E+06,1000,37403
1,100,12,120,2.00E+06,10000,37136
1,100,12,120,2.00E+06,1.00E+05,40469
1,100,12,120,1.00E+07,1000,32388
1,100,12,120,1.00E+07,10000,34166
1,100,12,120,1.00E+07,1.00E+05,33153
1,100,12,300,1.00E+05,1000,37069
1,100,12,300,1.00E+05,10000,37647
1,100,12,300,1.00E+05,1.00E+05,39747
1,100,12,300,1.00E+06,1000,39009
1,100,12,300,1.00E+06,10000,38151
1,100,12,300,1.00E+06,1.00E+05,38444
1,100,12,300,2.00E+06,1000,40156
1,100,12,300,2.00E+06,10000,39776
1,100,12,300,2.00E+06,1.00E+05,40239
1,100,12,300,1.00E+07,1000,37936
1,100,12,300,1.00E+07,10000,39164
1,100,12,300,1.00E+07,1.00E+05,35454
1,100,15,1,1.00E+05,1000,41225
1,100,15,1,1.00E+05,10000,38425
1,100,15,1,1.00E+05,1.00E+05,41062
1,100,15,1,1.00E+06,1000,40842
1,100,15,1,1.00E+06,10000,39509
1,100,15,1,1.00E+06,1.00E+05,40487
1,100,15,1,2.00E+06,1000,38214
1,100,15,1,2.00E+06,10000,40175
1,100,15,1,2.00E+06,1.00E+05,40734
1,100,15,1,1.00E+07,1000,28559
1,100,15,1,1.00E+07,10000,29718
1,100,15,1,1.00E+07,1.00E+05,26126
1,100,15,10,1.00E+05,1000,38178
1,100,15,10,1.00E+05,10000,38071
1,100,15,10,1.00E+05,1.00E+05,40075
1,100,15,10,1.00E+06,1000,39294
1,100,15,10,1.00E+06,10000,40225
1,100,15,10,1.00E+06,1.00E+05,39018
1,100,15,10,2.00E+06,1000,39406
1,100,15,10,2.00E+06,10000,38530
1,100,15,10,2.00E+06,1.00E+05,38091
1,100,15,10,1.00E+07,1000,36535
1,100,15,10,1.00E+07,10000,34435
1,100,15,10,1.00E+07,1.00E+05,36626
1,100,15,60,1.00E+05,1000,40204
1,100,15,60,1.00E+05,10000,40739
1,100,15,60,1.00E+05,1.00E+05,39864
1,100,15,60,1.00E+06,1000,35273
1,100,15,60,1.00E+06,10000,39083
1,100,15,60,1.00E+06,1.00E+05,37162
1,100,15,60,2.00E+06,1000,40587
1,100,15,60,2.00E+06,10000,36868
1,100,15,60,2.00E+06,1.00E+05,38538
1,100,15,60,1.00E+07,1000,37227
1,100,15,60,1.00E+07,10000,35854
1,100,15,60,1.00E+07,1.00E+05,21327
1,100,15,120,1.00E+05,1000,22489
1,100,15,120,1.00E+05,10000,21821
1,100,15,120,1.00E+05,1.00E+05,20796
1,100,15,120,1.00E+06,1000,19778
1,100,15,120,1.00E+06,10000,22634
1,100,15,120,1.00E+06,1.00E+05,20290
1,100,15,120,2.00E+06,1000,21332
1,100,15,120,2.00E+06,10000,22184
1,100,15,120,2.00E+06,1.00E+05,20837
1,100,15,120,1.00E+07,1000,20944
1,100,15,120,1.00E+07,10000,21061
1,100,15,120,1.00E+07,1.00E+05,18730
1,100,15,300,1.00E+05,1000,20534
1,100,15,300,1.00E+05,10000,21927
1,100,15,300,1.00E+05,1.00E+05,22825
1,100,15,300,1.00E+06,1000,21782
1,100,15,300,1.00E+06,10000,21980
1,100,15,300,1.00E+06,1.00E+05,20837
1,100,15,300,2.00E+06,1000,21800
1,100,15,300,2.00E+06,10000,20245
1,100,15,300,2.00E+06,1.00E+05,19656
1,100,15,300,1.00E+07,1000,20785
1,100,15,300,1.00E+07,10000,23010
1,100,15,300,1.00E+07,1.00E+05,20828
1,100,18,1,1.00E+05,1000,21819
1,100,18,1,1.00E+05,10000,22671
1,100,18,1,1.00E+05,1.00E+05,21085
1,100,18,1,1.00E+06,1000,22041
1,100,18,1,1.00E+06,10000,21679
1,100,18,1,1.00E+06,1.00E+05,23574
1,100,18,1,2.00E+06,1000,23409
1,100,18,1,2.00E+06,10000,22361
1,100,18,1,2.00E+06,1.00E+05,22776
1,100,18,1,1.00E+07,1000,14874
1,100,18,1,1.00E+07,10000,17540
1,100,18,1,1.00E+07,1.00E+05,14703
1,100,18,10,1.00E+05,1000,21840
1,100,18,10,1.00E+05,10000,22051
1,100,18,10,1.00E+05,1.00E+05,22393
1,100,18,10,1.00E+06,1000,21131
1,100,18,10,1.00E+06,10000,22891
1,100,18,10,1.00E+06,1.00E+05,22469
1,100,18,10,2.00E+06,1000,22169
1,100,18,10,2.00E+06,10000,21472
1,100,18,10,2.00E+06,1.00E+05,21344
1,100,18,10,1.00E+07,1000,22143
1,100,18,10,1.00E+07,10000,20314
1,100,18,10,1.00E+07,1.00E+05,21613
1,100,18,60,1.00E+05,1000,22821
1,100,18,60,1.00E+05,10000,21735
1,100,18,60,1.00E+05,1.00E+05,22368
1,100,18,60,1.00E+06,1000,21172
1,100,18,60,1.00E+06,10000,22198
1,100,18,60,1.00E+06,1.00E+05,21416
1,100,18,60,2.00E+06,1000,21334
1,100,18,60,2.00E+06,10000,19678
1,100,18,60,2.00E+06,1.00E+05,20131
1,100,18,60,1.00E+07,1000,20905
1,100,18,60,1.00E+07,10000,18749
1,100,18,60,1.00E+07,1.00E+05,21900
1,100,18,120,1.00E+05,1000,20465
1,100,18,120,1.00E+05,10000,21117
1,100,18,120,1.00E+05,1.00E+05,21464
1,100,18,120,1.00E+06,1000,21236
1,100,18,120,1.00E+06,10000,20774
1,100,18,120,1.00E+06,1.00E+05,19844
1,100,18,120,2.00E+06,1000,21093
1,100,18,120,2.00E+06,10000,20590
1,100,18,120,2.00E+06,1.00E+05,20752
1,100,18,120,1.00E+07,1000,19745
1,100,18,120,1.00E+07,10000,19242
1,100,18,120,1.00E+07,1.00E+05,19660
1,100,18,300,1.00E+05,1000,20403
1,100,18,300,1.00E+05,10000,22166
1,100,18,300,1.00E+05,1.00E+05,22119
1,100,18,300,1.00E+06,1000,20477
1,100,18,300,1.00E+06,10000,22324
1,100,18,300,1.00E+06,1.00E+05,20415
1,100,18,300,2.00E+06,1000,20665
1,100,18,300,2.00E+06,10000,21679
1,100,18,300,2.00E+06,1.00E+05,21708
1,100,18,300,1.00E+07,1000,21700
1,100,18,300,1.00E+07,10000,19771
1,100,18,300,1.00E+07,1.00E+05,18711
1,1000,1,1,1.00E+05,1000,2889.1
1,1000,1,1,1.00E+05,10000,432.82
1,1000,1,1,1.00E+05,1.00E+05,384.4
1,1000,1,1,1.00E+06,1000,3004.2
1,1000,1,1,1.00E+06,10000,398.65
1,1000,1,1,1.00E+06,1.00E+05,412.8
1,1000,1,1,2.00E+06,1000,2941.2
1,1000,1,1,2.00E+06,10000,452.59
1,1000,1,1,2.00E+06,1.00E+05,431.2
1,1000,1,1,1.00E+07,1000,3102.8
1,1000,1,1,1.00E+07,10000,445.06
1,1000,1,1,1.00E+07,1.00E+05,526
1,1000,1,10,1.00E+05,1000,3191.3
1,1000,1,10,1.00E+05,10000,376.82
1,1000,1,10,1.00E+05,1.00E+05,556.8
1,1000,1,10,1.00E+06,1000,3128.5
1,1000,1,10,1.00E+06,10000,451.29
1,1000,1,10,1.00E+06,1.00E+05,423.6
1,1000,1,10,2.00E+06,1000,3171.2
1,1000,1,10,2.00E+06,10000,401.06
1,1000,1,10,2.00E+06,1.00E+05,398.4
1,1000,1,10,1.00E+07,1000,2934.1
1,1000,1,10,1.00E+07,10000,409.06
1,1000,1,10,1.00E+07,1.00E+05,473.2
1,1000,1,60,1.00E+05,1000,2846.5
1,1000,1,60,1.00E+05,10000,406.82
1,1000,1,60,1.00E+05,1.00E+05,494.83
1,1000,1,60,1.00E+06,1000,3201.7
1,1000,1,60,1.00E+06,10000,447.18
1,1000,1,60,1.00E+06,1.00E+05,369
1,1000,1,60,2.00E+06,1000,3106.9
1,1000,1,60,2.00E+06,10000,392.44
1,1000,1,60,2.00E+06,1.00E+05,457.5
1,1000,1,60,1.00E+07,1000,2959.5
1,1000,1,60,1.00E+07,10000,405.18
1,1000,1,60,1.00E+07,1.00E+05,392
1,1000,1,120,1.00E+05,1000,3083.4
1,1000,1,120,1.00E+05,10000,413.83
1,1000,1,120,1.00E+05,1.00E+05,388.29
1,1000,1,120,1.00E+06,1000,3103.8
1,1000,1,120,1.00E+06,10000,465.39
1,1000,1,120,1.00E+06,1.00E+05,467.38
1,1000,1,120,2.00E+06,1000,3032.3
1,1000,1,120,2.00E+06,10000,428.88
1,1000,1,120,2.00E+06,1.00E+05,385.6
1,1000,1,120,1.00E+07,1000,2993.6
1,1000,1,120,1.00E+07,10000,413.76
1,1000,1,120,1.00E+07,1.00E+05,500.33
1,1000,1,300,1.00E+05,1000,3083.1
1,1000,1,300,1.00E+05,10000,441.41
1,1000,1,300,1.00E+05,1.00E+05,492.67
1,1000,1,300,1.00E+06,1000,3143.8
1,1000,1,300,1.00E+06,10000,422.24
1,1000,1,300,1.00E+06,1.00E+05,453.4
1,1000,1,300,2.00E+06,1000,3104.1
1,1000,1,300,2.00E+06,10000,425.39
1,1000,1,300,2.00E+06,1.00E+05,367.6
1,1000,1,300,1.00E+07,1000,3170.7
1,1000,1,300,1.00E+07,10000,418.41
1,1000,1,300,1.00E+07,1.00E+05,529.8
1,1000,2,1,1.00E+05,1000,10880
1,1000,2,1,1.00E+05,10000,1504.9
1,1000,2,1,1.00E+05,1.00E+05,660.5
1,1000,2,1,1.00E+06,1000,10177
1,1000,2,1,1.00E+06,10000,1492.6
1,1000,2,1,1.00E+06,1.00E+05,337.67
1,1000,2,1,2.00E+06,1000,9840.9
1,1000,2,1,2.00E+06,10000,1425.6
1,1000,2,1,2.00E+06,1.00E+05,550.12
1,1000,2,1,1.00E+07,1000,9172.1
1,1000,2,1,1.00E+07,10000,1501.6
1,1000,2,1,1.00E+07,1.00E+05,573.75
1,1000,2,10,1.00E+05,1000,10167
1,1000,2,10,1.00E+05,10000,1417.6
1,1000,2,10,1.00E+05,1.00E+05,552.88
1,1000,2,10,1.00E+06,1000,9582.6
1,1000,2,10,1.00E+06,10000,1413.8
1,1000,2,10,1.00E+06,1.00E+05,671.57
1,1000,2,10,2.00E+06,1000,10412
1,1000,2,10,2.00E+06,10000,1468.5
1,1000,2,10,2.00E+06,1.00E+05,343.08
1,1000,2,10,1.00E+07,1000,9613.1
1,1000,2,10,1.00E+07,10000,1498.3
1,1000,2,10,1.00E+07,1.00E+05,551.25
1,1000,2,60,1.00E+05,1000,9247.4
1,1000,2,60,1.00E+05,10000,1458.1
1,1000,2,60,1.00E+05,1.00E+05,361.25
1,1000,2,60,1.00E+06,1000,9356.6
1,1000,2,60,1.00E+06,10000,1556.2
1,1000,2,60,1.00E+06,1.00E+05,551.14
1,1000,2,60,2.00E+06,1000,9300.5
1,1000,2,60,2.00E+06,10000,1412.6
1,1000,2,60,2.00E+06,1.00E+05,718.83
1,1000,2,60,1.00E+07,1000,10536
1,1000,2,60,1.00E+07,10000,1469.9
1,1000,2,60,1.00E+07,1.00E+05,489.56
1,1000,2,120,1.00E+05,1000,9448.7
1,1000,2,120,1.00E+05,10000,1472.2
1,1000,2,120,1.00E+05,1.00E+05,607.71
1,1000,2,120,1.00E+06,1000,9820.4
1,1000,2,120,1.00E+06,10000,1467.2
1,1000,2,120,1.00E+06,1.00E+05,338.75
1,1000,2,120,2.00E+06,1000,10072
1,1000,2,120,2.00E+06,10000,1366.7
1,1000,2,120,2.00E+06,1.00E+05,420.5
1,1000,2,120,1.00E+07,1000,9209.5
1,1000,2,120,1.00E+07,10000,1452.5
1,1000,2,120,1.00E+07,1.00E+05,577.38
1,1000,2,300,1.00E+05,1000,10269
1,1000,2,300,1.00E+05,10000,1361.9
1,1000,2,300,1.00E+05,1.00E+05,382.45
1,1000,2,300,1.00E+06,1000,9165.6
1,1000,2,300,1.00E+06,10000,1503.6
1,1000,2,300,1.00E+06,1.00E+05,639.29
1,1000,2,300,2.00E+06,1000,9317.1
1,1000,2,300,2.00E+06,10000,1409.9
1,1000,2,300,2.00E+06,1.00E+05,488.62
1,1000,2,300,1.00E+07,1000,10531
1,1000,2,300,1.00E+07,10000,1274.8
1,1000,2,300,1.00E+07,1.00E+05,503.78
1,1000,3,1,1.00E+05,1000,73899
1,1000,3,1,1.00E+05,10000,73760
1,1000,3,1,1.00E+05,1.00E+05,70882
1,1000,3,1,1.00E+06,1000,73633
1,1000,3,1,1.00E+06,10000,75351
1,1000,3,1,1.00E+06,1.00E+05,72291
1,1000,3,1,2.00E+06,1000,69704
1,1000,3,1,2.00E+06,10000,71542
1,1000,3,1,2.00E+06,1.00E+05,70522
1,1000,3,1,1.00E+07,1000,66470
1,1000,3,1,1.00E+07,10000,67626
1,1000,3,1,1.00E+07,1.00E+05,69148
1,1000,3,10,1.00E+05,1000,71619
1,1000,3,10,1.00E+05,10000,70699
1,1000,3,10,1.00E+05,1.00E+05,72630
1,1000,3,10,1.00E+06,1000,73697
1,1000,3,10,1.00E+06,10000,68760
1,1000,3,10,1.00E+06,1.00E+05,74079
1,1000,3,10,2.00E+06,1000,75443
1,1000,3,10,2.00E+06,10000,73827
1,1000,3,10,2.00E+06,1.00E+05,72469
1,1000,3,10,1.00E+07,1000,72758
1,1000,3,10,1.00E+07,10000,74565
1,1000,3,10,1.00E+07,1.00E+05,77896
1,1000,3,60,1.00E+05,1000,73792
1,1000,3,60,1.00E+05,10000,74692
1,1000,3,60,1.00E+05,1.00E+05,70818
1,1000,3,60,1.00E+06,1000,74171
1,1000,3,60,1.00E+06,10000,75630
1,1000,3,60,1.00E+06,1.00E+05,73726
1,1000,3,60,2.00E+06,1000,69485
1,1000,3,60,2.00E+06,10000,74078
1,1000,3,60,2.00E+06,1.00E+05,72911
1,1000,3,60,1.00E+07,1000,72482
1,1000,3,60,1.00E+07,10000,73821
1,1000,3,60,1.00E+07,1.00E+05,71734
1,1000,3,120,1.00E+05,1000,73157
1,1000,3,120,1.00E+05,10000,72859
1,1000,3,120,1.00E+05,1.00E+05,75490
1,1000,3,120,1.00E+06,1000,70127
1,1000,3,120,1.00E+06,10000,69188
1,1000,3,120,1.00E+06,1.00E+05,77352
1,1000,3,120,2.00E+06,1000,72189
1,1000,3,120,2.00E+06,10000,74353
1,1000,3,120,2.00E+06,1.00E+05,71140
1,1000,3,120,1.00E+07,1000,71153
1,1000,3,120,1.00E+07,10000,74482
1,1000,3,120,1.00E+07,1.00E+05,72702
1,1000,3,300,1.00E+05,1000,71674
1,1000,3,300,1.00E+05,10000,72476
1,1000,3,300,1.00E+05,1.00E+05,74536
1,1000,3,300,1.00E+06,1000,76488
1,1000,3,300,1.00E+06,10000,78027
1,1000,3,300,1.00E+06,1.00E+05,76460
1,1000,3,300,2.00E+06,1000,76316
1,1000,3,300,2.00E+06,10000,70703
1,1000,3,300,2.00E+06,1.00E+05,72199
1,1000,3,300,1.00E+07,1000,75818
1,1000,3,300,1.00E+07,10000,71417
1,1000,3,300,1.00E+07,1.00E+05,69983
1,1000,6,1,1.00E+05,1000,75554
1,1000,6,1,1.00E+05,10000,73337
1,1000,6,1,1.00E+05,1.00E+05,72506
1,1000,6,1,1.00E+06,1000,74431
1,1000,6,1,1.00E+06,10000,73049
1,1000,6,1,1.00E+06,1.00E+05,74064
1,1000,6,1,2.00E+06,1000,70347
1,1000,6,1,2.00E+06,10000,71348
1,1000,6,1,2.00E+06,1.00E+05,73882
1,1000,6,1,1.00E+07,1000,64928
1,1000,6,1,1.00E+07,10000,63151
1,1000,6,1,1.00E+07,1.00E+05,63880
1,1000,6,10,1.00E+05,1000,74879
1,1000,6,10,1.00E+05,10000,75411
1,1000,6,10,1.00E+05,1.00E+05,73258
1,1000,6,10,1.00E+06,1000,75659
1,1000,6,10,1.00E+06,10000,77271
1,1000,6,10,1.00E+06,1.00E+05,74952
1,1000,6,10,2.00E+06,1000,78438
1,1000,6,10,2.00E+06,10000,76943
1,1000,6,10,2.00E+06,1.00E+05,72091
1,1000,6,10,1.00E+07,1000,72702
1,1000,6,10,1.00E+07,10000,74109
1,1000,6,10,1.00E+07,1.00E+05,74857
1,1000,6,60,1.00E+05,1000,74565
1,1000,6,60,1.00E+05,10000,76259
1,1000,6,60,1.00E+05,1.00E+05,74224
1,1000,6,60,1.00E+06,1000,71854
1,1000,6,60,1.00E+06,10000,73605
1,1000,6,60,1.00E+06,1.00E+05,72066
1,1000,6,60,2.00E+06,1000,75109
1,1000,6,60,2.00E+06,10000,73251
1,1000,6,60,2.00E+06,1.00E+05,73965
1,1000,6,60,1.00E+07,1000,71680
1,1000,6,60,1.00E+07,10000,74251
1,1000,6,60,1.00E+07,1.00E+05,68050
1,1000,6,120,1.00E+05,1000,74448
1,1000,6,120,1.00E+05,10000,74682
1,1000,6,120,1.00E+05,1.00E+05,74230
1,1000,6,120,1.00E+06,1000,71554
1,1000,6,120,1.00E+06,10000,71173
1,1000,6,120,1.00E+06,1.00E+05,73928
1,1000,6,120,2.00E+06,1000,74958
1,1000,6,120,2.00E+06,10000,67345
1,1000,6,120,2.00E+06,1.00E+05,73862
1,1000,6,120,1.00E+07,1000,67566
1,1000,6,120,1.00E+07,10000,72053
1,1000,6,120,1.00E+07,1.00E+05,69993
1,1000,6,300,1.00E+05,1000,75535
1,1000,6,300,1.00E+05,10000,76769
1,1000,6,300,1.00E+05,1.00E+05,70769
1,1000,6,300,1.00E+06,1000,74410
1,1000,6,300,1.00E+06,10000,71775
1,1000,6,300,1.00E+06,1.00E+05,68352
1,1000,6,300,2.00E+06,1000,77637
1,1000,6,300,2.00E+06,10000,74647
1,1000,6,300,2.00E+06,1.00E+05,73041
1,1000,6,300,1.00E+07,1000,73174
1,1000,6,300,1.00E+07,10000,73541
1,1000,6,300,1.00E+07,1.00E+05,77747
1,1000,9,1,1.00E+05,1000,75063
1,1000,9,1,1.00E+05,10000,76599
1,1000,9,1,1.00E+05,1.00E+05,77564
1,1000,9,1,1.00E+06,1000,72023
1,1000,9,1,1.00E+06,10000,79291
1,1000,9,1,1.00E+06,1.00E+05,74105
1,1000,9,1,2.00E+06,1000,76292
1,1000,9,1,2.00E+06,10000,75276
1,1000,9,1,2.00E+06,1.00E+05,72867
1,1000,9,1,1.00E+07,1000,61607
1,1000,9,1,1.00E+07,10000,63635
1,1000,9,1,1.00E+07,1.00E+05,64100
1,1000,9,10,1.00E+05,1000,75043
1,1000,9,10,1.00E+05,10000,74999
1,1000,9,10,1.00E+05,1.00E+05,73202
1,1000,9,10,1.00E+06,1000,78176
1,1000,9,10,1.00E+06,10000,78766
1,1000,9,10,1.00E+06,1.00E+05,75403
1,1000,9,10,2.00E+06,1000,75745
