$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,<$b
1,0,1,1,1,0,0,1,0,0,1,14
1,1,0,1,0,0,0,1,0,0,1,14
1,1,1,1,1,0,0,1,0,0,1,14
1,0,0,0,1,0,0,1,0,0,1,11
1,1,0,0,1,0,0,1,0,0,1,11
1,0,0,1,1,0,0,1,0,0,1,12
1,1,0,1,1,0,0,1,0,0,1,12
1,0,1,0,1,0,0,1,0,0,1,11
1,0,1,1,1,0,0,1,0,0,1,11
1,1,1,0,1,0,0,1,0,0,1,11
1,1,1,1,1,0,0,1,0,0,1,11
1,0,0,0,0,0,1,1,0,0,1,12
1,1,0,0,0,0,1,1,0,0,1,12
1,0,1,0,1,0,1,1,0,0,1,12
1,1,1,0,1,0,1,1,0,0,1,12
1,0,0,0,1,0,1,1,0,0,1,12
1,0,1,0,1,0,1,1,0,0,1,12
1,1,0,0,1,0,1,1,0,0,1,12
1,1,1,0,1,0,1,1,0,0,1,12
1,0,0,1,0,0,1,1,0,0,1,12
1,1,0,1,0,0,1,1,0,0,1,12
1,0,0,1,1,0,1,1,0,0,1,12
1,1,0,1,1,0,1,1,0,0,1,12
1,0,1,1,1,0,1,1,0,0,1,12
1,0,1,1,1,0,1,1,0,0,1,12
1,1,1,1,1,0,1,1,0,0,1,12
1,1,1,1,1,0,1,1,0,0,1,12
1,0,0,0,0,1,0,1,0,0,1,12
1,1,0,0,0,1,0,1,0,0,1,12
1,0,1,0,1,1,0,1,0,0,1,12
1,1,1,0,1,1,0,1,0,0,1,12
1,0,0,1,0,1,0,1,0,0,1,12
1,0,1,1,1,1,0,1,0,0,1,12
1,1,0,1,0,1,0,1,0,0,1,12
1,1,1,1,1,1,0,1,0,0,1,12
1,0,0,0,0,1,1,1,0,0,1,12
1,1,0,0,0,1,1,1,0,0,1,12
1,0,0,1,0,1,1,1,0,0,1,12
1,1,0,1,0,1,1,1,0,0,1,12
1,0,1,0,1,1,1,1,0,0,1,12
1,0,1,1,1,1,1,1,0,0,1,12
1,1,1,0,1,1,1,1,0,0,1,12
1,1,1,1,1,1,1,1,0,0,1,12
1,0,0,0,1,1,0,1,0,0,1,12
1,1,0,0,1,1,0,1,0,0,1,12
1,0,1,0,1,1,0,1,0,0,1,12
1,1,1,0,1,1,0,1,0,0,1,12
1,0,0,0,1,1,1,1,0,0,1,12
1,0,1,0,1,1,1,1,0,0,1,12
1,1,0,0,1,1,1,1,0,0,1,12
1,1,1,0,1,1,1,1,0,0,1,12
1,0,0,1,1,1,0,1,0,0,1,12
1,1,0,1,1,1,0,1,0,0,1,12
1,0,0,1,1,1,1,1,0,0,1,12
1,1,0,1,1,1,1,1,0,0,1,12
1,0,1,1,1,1,0,1,0,0,1,12
1,0,1,1,1,1,1,1,0,0,1,12
1,1,1,1,1,1,0,1,0,0,1,12
1,1,1,1,1,1,1,1,0,0,1,12
1,0,0,0,0,0,0,0,0,1,1,29
1,1,0,0,0,0,0,0,0,1,1,28
1,0,1,0,1,0,0,0,0,1,1,28
1,1,1,0,1,0,0,0,0,1,1,28
1,0,0,1,0,0,0,0,0,1,1,28
1,0,1,1,1,0,0,0,0,1,1,28
1,1,0,1,0,0,0,0,0,1,1,28
1,1,1,1,1,0,0,0,0,1,1,28
1,0,0,0,1,0,0,0,0,1,1,29
1,1,0,0,1,0,0,0,0,1,1,28
1,0,0,1,1,0,0,0,0,1,1,28
1,1,0,1,1,0,0,0,0,1,1,28
1,0,1,0,1,0,0,0,0,1,1,28
1,0,1,1,1,0,0,0,0,1,1,28
1,1,1,0,1,0,0,0,0,1,1,28
1,1,1,1,1,0,0,0,0,1,1,28
1,0,0,0,0,1,0,0,0,1,1,29
1,1,0,0,0,1,0,0,0,1,1,28
1,0,1,0,1,1,0,0,0,1,1,28
1,1,1,0,1,1,0,0,0,1,1,27
1,0,0,0,1,1,0,0,0,1,1,29
1,0,1,0,1,1,0,0,0,1,1,28
1,1,0,0,1,1,0,0,0,1,1,28
1,1,1,0,1,1,0,0,0,1,1,27
1,0,0,1,0,1,0,0,0,1,1,28
1,1,0,1,0,1,0,0,0,1,1,28
1,0,0,1,1,1,0,0,0,1,1,28
1,1,0,1,1,1,0,0,0,1,1,28
1,0,1,1,1,1,0,0,0,1,1,28
1,0,1,1,1,1,0,0,0,1,1,28
1,1,1,1,1,1,0,0,0,1,1,28
1,1,1,1,1,1,0,0,0,1,1,28
1,0,0,0,0,0,0,1,0,1,1,16
1,1,0,0,0,0,0,1,0,1,1,16
1,0,1,0,1,0,0,1,0,1,1,15
1,1,1,0,1,0,0,1,0,1,1,15
1,0,0,1,0,0,0,1,0,1,1,16
1,0,1,1,1,0,0,1,0,1,1,15
1,1,0,1,0,0,0,1,0,1,1,16
1,1,1,1,1,0,0,1,0,1,1,15
1,0,0,0,0,1,0,1,0,1,1,16
1,1,0,0,0,1,0,1,0,1,1,16
1,0,0,1,0,1,0,1,0,1,1,16
1,1,0,1,0,1,0,1,0,1,1,15
1,0,1,0,1,1,0,1,0,1,1,15
1,0,1,1,1,1,0,1,0,1,1,15
1,1,1,0,1,1,0,1,0,1,1,15
1,1,1,1,1,1,0,1,0,1,1,15
1,0,0,0,1,0,0,1,0,1,1,16
1,1,0,0,1,0,0,1,0,1,1,15
1,0,1,0,1,0,0,1,0,1,1,15
1,1,1,0,1,0,0,1,0,1,1,15
1,0,0,0,1,1,0,1,0,1,1,16
1,0,1,0,1,1,0,1,0,1,1,15
1,1,0,0,1,1,0,1,0,1,1,16
1,1,1,0,1,1,0,1,0,1,1,15
1,0,0,1,1,0,0,1,0,1,1,15
1,1,0,1,1,0,0,1,0,1,1,16
1,0,0,1,1,1,0,1,0,1,1,15
1,1,0,1,1,1,0,1,0,1,1,15
1,0,1,1,1,0,0,1,0,1,1,15
1,0,1,1,1,1,0,1,0,1,1,15
1,1,1,1,1,0,0,1,0,1,1,15
1,1,1,1,1,1,0,1,0,1,1,15
1,0,0,0,0,0,1,0,0,1,1,29
1,1,0,0,0,0,1,0,0,1,1,28
1,0,1,0,1,0,1,0,0,1,1,28
1,1,1,0,1,0,1,0,0,1,1,28
1,0,0,1,0,0,1,0,0,1,1,29
1,0,1,1,1,0,1,0,0,1,1,28
1,1,0,1,0,0,1,0,0,1,1,27
1,1,1,1,1,0,1,0,0,1,1,28
1,0,0,0,1,0,1,0,0,1,1,28
1,1,0,0,1,0,1,0,0,1,1,28
1,0,0,1,1,0,1,0,0,1,1,28
1,1,0,1,1,0,1,0,0,1,1,28
1,0,1,0,1,0,1,0,0,1,1,27
1,0,1,1,1,0,1,0,0,1,1,27
1,1,1,0,1,0,1,0,0,1,1,28
1,1,1,1,1,0,1,0,0,1,1,28
1,0,0,0,0,0,1,1,0,1,1,16
1,1,0,0,0,0,1,1,0,1,1,15
1,0,1,0,1,0,1,1,0,1,1,15
1,1,1,0,1,0,1,1,0,1,1,15
1,0,0,0,1,0,1,1,0,1,1,15
1,0,1,0,1,0,1,1,0,1,1,15
1,1,0,0,1,0,1,1,0,1,1,16
1,1,1,0,1,0,1,1,0,1,1,15
1,0,0,1,0,0,1,1,0,1,1,15
1,1,0,1,0,0,1,1,0,1,1,15
1,0,0,1,1,0,1,1,0,1,1,15
1,1,0,1,1,0,1,1,0,1,1,15
1,0,1,1,1,0,1,1,0,1,1,15
1,0,1,1,1,0,1,1,0,1,1,15
1,1,1,1,1,0,1,1,0,1,1,15
1,1,1,1,1,0,1,1,0,1,1,15
1,0,0,0,0,1,1,0,0,1,1,28
1,1,0,0,0,1,1,0,0,1,1,28
1,0,1,0,1,1,1,0,0,1,1,27
1,1,1,0,1,1,1,0,0,1,1,28
1,0,0,1,0,1,1,0,0,1,1,29
1,0,1,1,1,1,1,0,0,1,1,28
1,1,0,1,0,1,1,0,0,1,1,28
1,1,1,1,1,1,1,0,0,1,1,28
1,0,0,0,0,1,1,1,0,1,1,16
1,1,0,0,0,1,1,1,0,1,1,16
1,0,0,1,0,1,1,1,0,1,1,15
1,1,0,1,0,1,1,1,0,1,1,15
1,0,1,0,1,1,1,1,0,1,1,15
1,0,1,1,1,1,1,1,0,1,1,15
1,1,1,0,1,1,1,1,0,1,1,15
1,1,1,1,1,1,1,1,0,1,1,15
1,0,0,0,1,1,1,0,0,1,1,28
1,1,0,0,1,1,1,0,0,1,1,28
1,0,1,0,1,1,1,0,0,1,1,27
1,1,1,0,1,1,1,0,0,1,1,28
1,0,0,0,1,1,1,1,0,1,1,16
1,0,1,0,1,1,1,1,0,1,1,15
1,1,0,0,1,1,1,1,0,1,1,15
1,1,1,0,1,1,1,1,0,1,1,15
1,0,0,1,1,1,1,0,0,1,1,28
1,1,0,1,1,1,1,0,0,1,1,28
1,0,0,1,1,1,1,1,0,1,1,16
1,1,0,1,1,1,1,1,0,1,1,15
1,0,1,1,1,1,1,0,0,1,1,28
1,0,1,1,1,1,1,1,0,1,1,15
1,1,1,1,1,1,1,0,0,1,1,28
1,1,1,1,1,1,1,1,0,1,1,15
1,0,0,0,0,0,0,0,1,0,1,29
1,1,0,0,0,0,0,0,1,0,1,28
1,0,1,0,1,0,0,0,1,0,1,29
1,1,1,0,1,0,0,0,1,0,1,28
1,0,0,1,0,0,0,0,1,0,1,29
1,0,1,1,1,0,0,0,1,0,1,28
1,1,0,1,0,0,0,0,1,0,1,27
1,1,1,1,1,0,0,0,1,0,1,28
1,0,0,0,1,0,0,0,1,0,1,29
1,1,0,0,1,0,0,0,1,0,1,28
1,0,0,1,1,0,0,0,1,0,1,27
1,1,0,1,1,0,0,0,1,0,1,27
1,0,1,0,1,0,0,0,1,0,1,28
1,0,1,1,1,0,0,0,1,0,1,29
1,1,1,0,1,0,0,0,1,0,1,28
1,1,1,1,1,0,0,0,1,0,1,28
1,0,0,0,0,1,0,0,1,0,1,28
1,1,0,0,0,1,0,0,1,0,1,28
1,0,1,0,1,1,0,0,1,0,1,28
1,1,1,0,1,1,0,0,1,0,1,28
1,0,0,0,1,1,0,0,1,0,1,28
1,0,1,0,1,1,0,0,1,0,1,28
1,1,0,0,1,1,0,0,1,0,1,28
1,1,1,0,1,1,0,0,1,0,1,28
1,0,0,1,0,1,0,0,1,0,1,27
1,1,0,1,0,1,0,0,1,0,1,28
1,0,0,1,1,1,0,0,1,0,1,27
1,1,0,1,1,1,0,0,1,0,1,28
1,0,1,1,1,1,0,0,1,0,1,28
1,0,1,1,1,1,0,0,1,0,1,29
1,1,1,1,1,1,0,0,1,0,1,28
1,1,1,1,1,1,0,0,1,0,1,28
1,0,0,0,0,0,1,0,1,0,1,29
1,1,0,0,0,0,1,0,1,0,1,28
1,0,1,0,1,0,1,0,1,0,1,28
1,1,1,0,1,0,1,0,1,0,1,28
1,0,0,1,0,0,1,0,1,0,1,29
1,0,1,1,1,0,1,0,1,0,1,28
1,1,0,1,0,0,1,0,1,0,1,28
1,1,1,1,1,0,1,0,1,0,1,28
1,0,0,0,0,1,1,0,1,0,1,29
1,1,0,0,0,1,1,0,1,0,1,28
1,0,0,1,0,1,1,0,1,0,1,29
1,1,0,1,0,1,1,0,1,0,1,28
1,0,1,0,1,1,1,0,1,0,1,28
1,0,1,1,1,1,1,0,1,0,1,28
1,1,1,0,1,1,1,0,1,0,1,28
1,1,1,1,1,1,1,0,1,0,1,28
1,0,0,0,1,0,1,0,1,0,1,28
1,1,0,0,1,0,1,0,1,0,1,29
1,0,1,0,1,0,1,0,1,0,1,28
1,1,1,0,1,0,1,0,1,0,1,28
1,0,0,0,1,1,1,0,1,0,1,28
1,0,1,0,1,1,1,0,1,0,1,28
1,1,0,0,1,1,1,0,1,0,1,28
1,1,1,0,1,1,1,0,1,0,1,28
1,0,0,1,1,0,1,0,1,0,1,29
1,1,0,1,1,0,1,0,1,0,1,28
1,0,0,1,1,1,1,0,1,0,1,29
1,1,0,1,1,1,1,0,1,0,1,28
1,0,1,1,1,0,1,0,1,0,1,28
1,0,1,1,1,1,1,0,1,0,1,28
1,1,1,1,1,0,1,0,1,0,1,28
1,1,1,1,1,1,1,0,1,0,1,28
1,0,0,0,0,0,0,0,1,1,1,28
1,1,0,0,0,0,0,0,1,1,1,28
1,0,1,0,1,0,0,0,1,1,1,28
1,1,1,0,1,0,0,0,1,1,1,28
1,0,0,1,0,0,0,0,1,1,1,28
1,0,1,1,1,0,0,0,1,1,1,28
1,1,0,1,0,0,0,0,1,1,1,28
1,1,1,1,1,0,0,0,1,1,1,28
1,0,0,0,1,0,0,0,1,1,1,28
1,1,0,0,1,0,0,0,1,1,1,28
1,0,0,1,1,0,0,0,1,1,1,28
1,1,0,1,1,0,0,0,1,1,1,28
1,0,1,0,1,0,0,0,1,1,1,28
1,0,1,1,1,0,0,0,1,1,1,28
1,1,1,0,1,0,0,0,1,1,1,28
1,1,1,1,1,0,0,0,1,1,1,28
1,0,0,0,0,0,1,0,1,1,1,28
1,1,0,0,0,0,1,0,1,1,1,28
1,0,1,0,1,0,1,0,1,1,1,28
1,1,1,0,1,0,1,0,1,1,1,28
1,0,0,0,1,0,1,0,1,1,1,28
1,0,1,0,1,0,1,0,1,1,1,28
1,1,0,0,1,0,1,0,1,1,1,28
1,1,1,0,1,0,1,0,1,1,1,28
1,0,0,1,0,0,1,0,1,1,1,28
1,1,0,1,0,0,1,0,1,1,1,28
1,0,0,1,1,0,1,0,1,1,1,28
1,1,0,1,1,0,1,0,1,1,1,28
1,0,1,1,1,0,1,0,1,1,1,28
1,0,1,1,1,0,1,0,1,1,1,28
1,1,1,1,1,0,1,0,1,1,1,28
1,1,1,1,1,0,1,0,1,1,1,28
1,0,0,0,0,1,0,0,1,1,1,28
1,1,0,0,0,1,0,0,1,1,1,28
1,0,1,0,1,1,0,0,1,1,1,28
1,1,1,0,1,1,0,0,1,1,1,28
1,0,0,1,0,1,0,0,1,1,1,28
1,0,1,1,1,1,0,0,1,1,1,28
1,1,0,1,0,1,0,0,1,1,1,28
1,1,1,1,1,1,0,0,1,1,1,28
1,0,0,0,0,1,1,0,1,1,1,28
1,1,0,0,0,1,1,0,1,1,1,28
1,0,0,1,0,1,1,0,1,1,1,28
1,1,0,1,0,1,1,0,1,1,1,28
1,0,1,0,1,1,1,0,1,1,1,28
1,0,1,1,1,1,1,0,1,1,1,28
1,1,1,0,1,1,1,0,1,1,1,28
1,1,1,1,1,1,1,0,1,1,1,28
1,0,0,0,1,1,0,0,1,1,1,28
1,1,0,0,1,1,0,0,1,1,1,28
1,0,1,0,1,1,0,0,1,1,1,28
1,1,1,0,1,1,0,0,1,1,1,28
1,0,0,0,1,1,1,0,1,1,1,28
1,0,1,0,1,1,1,0,1,1,1,28
1,1,0,0,1,1,1,0,1,1,1,28
1,1,1,0,1,1,1,0,1,1,1,28
1,0,0,1,1,1,0,0,1,1,1,28
1,1,0,1,1,1,0,0,1,1,1,28
1,0,0,1,1,1,1,0,1,1,1,28
1,1,0,1,1,1,1,0,1,1,1,28
1,0,1,1,1,1,0,0,1,1,1,28
1,0,1,1,1,1,1,0,1,1,1,28
1,1,1,1,1,1,0,0,1,1,1,28
1,1,1,1,1,1,1,0,1,1,1,28
1,0,0,0,0,0,0,1,1,0,1,16
1,1,0,0,0,0,0,1,1,0,1,16
1,0,1,0,1,0,0,1,1,0,1,16
1,1,1,0,1,0,0,1,1,0,1,16
1,0,0,1,0,0,0,1,1,0,1,17
1,0,1,1,1,0,0,1,1,0,1,16
1,1,0,1,0,0,0,1,1,0,1,16
1,1,1,1,1,0,0,1,1,0,1,16
1,0,0,0,1,0,0,1,1,0,1,16
1,1,0,0,1,0,0,1,1,0,1,16
1,0,0,1,1,0,0,1,1,0,1,17
1,1,0,1,1,0,0,1,1,0,1,17
1,0,1,0,1,0,0,1,1,0,1,16
1,0,1,1,1,0,0,1,1,0,1,16
1,1,1,0,1,0,0,1,1,0,1,16
1,1,1,1,1,0,0,1,1,0,1,16
1,0,0,0,0,1,0,1,1,0,1,18
1,1,0,0,0,1,0,1,1,0,1,18
1,0,1,0,1,1,0,1,1,0,1,18
1,1,1,0,1,1,0,1,1,0,1,18
1,0,0,0,1,1,0,1,1,0,1,18
1,0,1,0,1,1,0,1,1,0,1,18
1,1,0,0,1,1,0,1,1,0,1,18
1,1,1,0,1,1,0,1,1,0,1,18
1,0,0,1,0,1,0,1,1,0,1,18
1,1,0,1,0,1,0,1,1,0,1,18
1,0,0,1,1,1,0,1,1,0,1,18
1,1,0,1,1,1,0,1,1,0,1,18
1,0,1,1,1,1,0,1,1,0,1,18
1,0,1,1,1,1,0,1,1,0,1,18
1,1,1,1,1,1,0,1,1,0,1,18
1,1,1,1,1,1,0,1,1,0,1,18
1,0,0,0,0,0,0,1,1,1,1,18
1,1,0,0,0,0,0,1,1,1,1,18
1,0,1,0,1,0,0,1,1,1,1,19
1,1,1,0,1,0,0,1,1,1,1,19
1,0,0,1,0,0,0,1,1,1,1,19
1,0,1,1,1,0,0,1,1,1,1,19
1,1,0,1,0,0,0,1,1,1,1,19
1,1,1,1,1,0,0,1,1,1,1,19
1,0,0,0,0,1,0,1,1,1,1,19
1,1,0,0,0,1,0,1,1,1,1,18
1,0,0,1,0,1,0,1,1,1,1,19
1,1,0,1,0,1,0,1,1,1,1,20
1,0,1,0,1,1,0,1,1,1,1,19
1,0,1,1,1,1,0,1,1,1,1,19
1,1,1,0,1,1,0,1,1,1,1,19
1,1,1,1,1,1,0,1,1,1,1,19
1,0,0,0,1,0,0,1,1,1,1,18
1,1,0,0,1,0,0,1,1,1,1,18
1,0,1,0,1,0,0,1,1,1,1,19
1,1,1,0,1,0,0,1,1,1,1,19
1,0,0,0,1,1,0,1,1,1,1,19
1,0,1,0,1,1,0,1,1,1,1,19
1,1,0,0,1,1,0,1,1,1,1,18
1,1,1,0,1,1,0,1,1,1,1,19
1,0,0,1,1,0,0,1,1,1,1,19
1,1,0,1,1,0,0,1,1,1,1,19
1,0,0,1,1,1,0,1,1,1,1,19
1,1,0,1,1,1,0,1,1,1,1,20
1,0,1,1,1,0,0,1,1,1,1,19
1,0,1,1,1,1,0,1,1,1,1,19
1,1,1,1,1,0,0,1,1,1,1,19
1,1,1,1,1,1,0,1,1,1,1,19
1,0,0,0,0,0,1,1,1,0,1,18
1,1,0,0,0,0,1,1,1,0,1,17
1,0,1,0,1,0,1,1,1,0,1,18
1,1,1,0,1,0,1,1,1,0,1,18
1,0,0,1,0,0,1,1,1,0,1,19
1,0,1,1,1,0,1,1,1,0,1,18
1,1,0,1,0,0,1,1,1,0,1,18
1,1,1,1,1,0,1,1,1,0,1,18
1,0,0,0,1,0,1,1,1,0,1,18
1,1,0,0,1,0,1,1,1,0,1,17
1,0,0,1,1,0,1,1,1,0,1,19
1,1,0,1,1,0,1,1,1,0,1,19
1,0,1,0,1,0,1,1,1,0,1,18
1,0,1,1,1,0,1,1,1,0,1,18
1,1,1,0,1,0,1,1,1,0,1,18
1,1,1,1,1,0,1,1,1,0,1,18
1,0,0,0,0,0,1,1,1,1,1,18
1,1,0,0,0,0,1,1,1,1,1,18
1,0,1,0,1,0,1,1,1,1,1,19
1,1,1,0,1,0,1,1,1,1,1,19
1,0,0,0,1,0,1,1,1,1,1,18
1,0,1,0,1,0,1,1,1,1,1,19
1,1,0,0,1,0,1,1,1,1,1,18
1,1,1,0,1,0,1,1,1,1,1,19
1,0,0,1,0,0,1,1,1,1,1,19
1,1,0,1,0,0,1,1,1,1,1,20
1,0,0,1,1,0,1,1,1,1,1,19
1,1,0,1,1,0,1,1,1,1,1,19
1,0,1,1,1,0,1,1,1,1,1,19
1,0,1,1,1,0,1,1,1,1,1,19
1,1,1,1,1,0,1,1,1,1,1,19
1,1,1,1,1,0,1,1,1,1,1,19
1,0,0,0,0,1,1,1,1,0,1,18
1,1,0,0,0,1,1,1,1,0,1,17
1,0,1,0,1,1,1,1,1,0,1,18
1,1,1,0,1,1,1,1,1,0,1,18
1,0,0,1,0,1,1,1,1,0,1,18
1,0,1,1,1,1,1,1,1,0,1,18
1,1,0,1,0,1,1,1,1,0,1,18
1,1,1,1,1,1,1,1,1,0,1,18
1,0,0,0,0,1,1,1,1,1,1,19
1,1,0,0,0,1,1,1,1,1,1,18
1,0,0,1,0,1,1,1,1,1,1,19
1,1,0,1,0,1,1,1,1,1,1,19
1,0,1,0,1,1,1,1,1,1,1,19
1,0,1,1,1,1,1,1,1,1,1,19
1,1,1,0,1,1,1,1,1,1,1,19
1,1,1,1,1,1,1,1,1,1,1,19
1,0,0,0,1,1,1,1,1,0,1,18
1,1,0,0,1,1,1,1,1,0,1,17
1,0,1,0,1,1,1,1,1,0,1,18
1,1,1,0,1,1,1,1,1,0,1,18
1,0,0,0,1,1,1,1,1,1,1,19
1,0,1,0,1,1,1,1,1,1,1,19
1,1,0,0,1,1,1,1,1,1,1,18
1,1,1,0,1,1,1,1,1,1,1,19
1,0,0,1,1,1,1,1,1,0,1,18
1,1,0,1,1,1,1,1,1,0,1,18
1,0,0,1,1,1,1,1,1,1,1,19
1,1,0,1,1,1,1,1,1,1,1,19
1,0,1,1,1,1,1,1,1,0,1,18
1,0,1,1,1,1,1,1,1,1,1,19
1,1,1,1,1,1,1,1,1,0,1,18
1,1,1,1,1,1,1,1,1,1,1,19
