$spouts,$max_spout,$sorters,$emit_freq,$chunk_size,$message_size,<$latency
1,100,2,120,2.00E+06,1.00E+05,821.67
1,100,2,120,1.00E+07,1000,47.708
1,100,2,120,1.00E+07,10000,157.23
1,100,2,120,1.00E+07,1.00E+05,992.3
1,100,2,300,1.00E+05,1000,50.174
1,100,2,300,1.00E+05,10000,151.91
1,100,2,300,1.00E+05,1.00E+05,767.54
1,100,2,300,1.00E+06,1000,48.668
1,100,2,300,1.00E+06,10000,149.82
1,100,2,300,1.00E+06,1.00E+05,820.69
1,100,2,300,2.00E+06,1000,48.23
1,100,2,300,2.00E+06,10000,147.44
1,100,2,300,2.00E+06,1.00E+05,833.61
1,100,2,300,1.00E+07,1000,54.904
1,100,2,300,1.00E+07,10000,171.83
1,100,2,300,1.00E+07,1.00E+05,961.69
1,100,3,1,1.00E+05,1000,18.751
1,100,3,1,1.00E+05,10000,18.052
1,100,3,1,1.00E+05,1.00E+05,18.965
1,100,3,1,1.00E+06,1000,20.025
1,100,3,1,1.00E+06,10000,19.828
1,100,3,1,1.00E+06,1.00E+05,18.814
1,100,3,1,2.00E+06,1000,20.932
1,100,3,1,2.00E+06,10000,19.526
1,100,3,1,2.00E+06,1.00E+05,19.207
1,100,3,1,1.00E+07,1000,22.458
1,100,3,1,1.00E+07,10000,22.657
1,100,3,1,1.00E+07,1.00E+05,24.054
1,100,3,10,1.00E+05,1000,18.732
1,100,3,10,1.00E+05,10000,18.723
1,100,3,10,1.00E+05,1.00E+05,19.088
1,100,3,10,1.00E+06,1000,18.933
1,100,3,10,1.00E+06,10000,18.162
1,100,3,10,1.00E+06,1.00E+05,16.875
1,100,3,10,2.00E+06,1000,19.233
1,100,3,10,2.00E+06,10000,19.114
1,100,3,10,2.00E+06,1.00E+05,19.104
1,100,3,10,1.00E+07,1000,23.614
1,100,3,10,1.00E+07,10000,20.551
1,100,3,10,1.00E+07,1.00E+05,20.314
1,100,3,60,1.00E+05,1000,18.401
1,100,3,60,1.00E+05,10000,18.718
1,100,3,60,1.00E+05,1.00E+05,20.113
1,100,3,60,1.00E+06,1000,19.42
1,100,3,60,1.00E+06,10000,19.529
1,100,3,60,1.00E+06,1.00E+05,20.346
1,100,3,60,2.00E+06,1000,21.46
1,100,3,60,2.00E+06,10000,20.263
1,100,3,60,2.00E+06,1.00E+05,19.66
1,100,3,60,1.00E+07,1000,20.928
1,100,3,60,1.00E+07,10000,21.648
1,100,3,60,1.00E+07,1.00E+05,20.56
1,100,3,120,1.00E+05,1000,20.144
1,100,3,120,1.00E+05,10000,18.183
1,100,3,120,1.00E+05,1.00E+05,18.138
1,100,3,120,1.00E+06,1000,20.243
1,100,3,120,1.00E+06,10000,18.097
1,100,3,120,1.00E+06,1.00E+05,19.107
1,100,3,120,2.00E+06,1000,20.782
1,100,3,120,2.00E+06,10000,19.521
1,100,3,120,2.00E+06,1.00E+05,21.476
1,100,3,120,1.00E+07,1000,19.866
1,100,3,120,1.00E+07,10000,22.918
1,100,3,120,1.00E+07,1.00E+05,22.188
1,100,3,300,1.00E+05,1000,20.104
1,100,3,300,1.00E+05,10000,19.655
1,100,3,300,1.00E+05,1.00E+05,19.572
1,100,3,300,1.00E+06,1000,18.376
1,100,3,300,1.00E+06,10000,19.025
1,100,3,300,1.00E+06,1.00E+05,18.582
1,100,3,300,2.00E+06,1000,18.782
1,100,3,300,2.00E+06,10000,22.275
1,100,3,300,2.00E+06,1.00E+05,19.421
1,100,3,300,1.00E+07,1000,20.858
1,100,3,300,1.00E+07,10000,22.977
1,100,3,300,1.00E+07,1.00E+05,19.146
1,100,6,1,1.00E+05,1000,17.298
1,100,6,1,1.00E+05,10000,19.796
1,100,6,1,1.00E+05,1.00E+05,19.172
1,100,6,1,1.00E+06,1000,18.833
1,100,6,1,1.00E+06,10000,19.137
1,100,6,1,1.00E+06,1.00E+05,19.664
1,100,6,1,2.00E+06,1000,19.152
1,100,6,1,2.00E+06,10000,21.198
1,100,6,1,2.00E+06,1.00E+05,19.19
1,100,6,1,1.00E+07,1000,26.477
1,100,6,1,1.00E+07,10000,23.637
1,100,6,1,1.00E+07,1.00E+05,24.884
1,100,6,10,1.00E+05,1000,19.566
1,100,6,10,1.00E+05,10000,18.834
1,100,6,10,1.00E+05,1.00E+05,20.317
1,100,6,10,1.00E+06,1000,20.346
1,100,6,10,1.00E+06,10000,19.314
1,100,6,10,1.00E+06,1.00E+05,19.401
1,100,6,10,2.00E+06,1000,20.299
1,100,6,10,2.00E+06,10000,19.712
1,100,6,10,2.00E+06,1.00E+05,18.625
1,100,6,10,1.00E+07,1000,21.849
1,100,6,10,1.00E+07,10000,24.648
1,100,6,10,1.00E+07,1.00E+05,22.795
1,100,6,60,1.00E+05,1000,18.951
1,100,6,60,1.00E+05,10000,18.18
1,100,6,60,1.00E+05,1.00E+05,18.519
1,100,6,60,1.00E+06,1000,19.059
1,100,6,60,1.00E+06,10000,18.153
1,100,6,60,1.00E+06,1.00E+05,19.222
1,100,6,60,2.00E+06,1000,18.895
1,100,6,60,2.00E+06,10000,22.492
1,100,6,60,2.00E+06,1.00E+05,18.839
1,100,6,60,1.00E+07,1000,22.505
1,100,6,60,1.00E+07,10000,25.443
1,100,6,60,1.00E+07,1.00E+05,22.648
1,100,6,120,1.00E+05,1000,17.209
1,100,6,120,1.00E+05,10000,19.088
1,100,6,120,1.00E+05,1.00E+05,20.558
1,100,6,120,1.00E+06,1000,20.019
1,100,6,120,1.00E+06,10000,18.774
1,100,6,120,1.00E+06,1.00E+05,19.201
1,100,6,120,2.00E+06,1000,18.455
1,100,6,120,2.00E+06,10000,19.67
1,100,6,120,2.00E+06,1.00E+05,19.657
1,100,6,120,1.00E+07,1000,23.812
1,100,6,120,1.00E+07,10000,24.356
1,100,6,120,1.00E+07,1.00E+05,22.476
1,100,6,300,1.00E+05,1000,19.061
1,100,6,300,1.00E+05,10000,21.275
1,100,6,300,1.00E+05,1.00E+05,19.526
1,100,6,300,1.00E+06,1000,19.7
1,100,6,300,1.00E+06,10000,19.419
1,100,6,300,1.00E+06,1.00E+05,21.105
1,100,6,300,2.00E+06,1000,19.161
1,100,6,300,2.00E+06,10000,18.946
1,100,6,300,2.00E+06,1.00E+05,20.678
1,100,6,300,1.00E+07,1000,22.904
1,100,6,300,1.00E+07,10000,23.949
1,100,6,300,1.00E+07,1.00E+05,23.617
1,100,9,1,1.00E+05,1000,19.428
1,100,9,1,1.00E+05,10000,19.735
1,100,9,1,1.00E+05,1.00E+05,18.564
1,100,9,1,1.00E+06,1000,17.739
1,100,9,1,1.00E+06,10000,20.557
1,100,9,1,1.00E+06,1.00E+05,18.246
1,100,9,1,2.00E+06,1000,19.029
1,100,9,1,2.00E+06,10000,18.705
1,100,9,1,2.00E+06,1.00E+05,19.48
1,100,9,1,1.00E+07,1000,27.223
1,100,9,1,1.00E+07,10000,26.895
1,100,9,1,1.00E+07,1.00E+05,26.074
1,100,9,10,1.00E+05,1000,20.706
1,100,9,10,1.00E+05,10000,19.073
1,100,9,10,1.00E+05,1.00E+05,17.724
1,100,9,10,1.00E+06,1000,20.703
1,100,9,10,1.00E+06,10000,21.135
1,100,9,10,1.00E+06,1.00E+05,20.058
1,100,9,10,2.00E+06,1000,19.573
1,100,9,10,2.00E+06,10000,18.701
1,100,9,10,2.00E+06,1.00E+05,20.479
1,100,9,10,1.00E+07,1000,25.778
1,100,9,10,1.00E+07,10000,20.776
1,100,9,10,1.00E+07,1.00E+05,25.224
1,100,9,60,1.00E+05,1000,19.09
1,100,9,60,1.00E+05,10000,20.504
1,100,9,60,1.00E+05,1.00E+05,19.733
1,100,9,60,1.00E+06,1000,19.42
1,100,9,60,1.00E+06,10000,19.093
1,100,9,60,1.00E+06,1.00E+05,19.357
1,100,9,60,2.00E+06,1000,18.674
1,100,9,60,2.00E+06,10000,19.238
1,100,9,60,2.00E+06,1.00E+05,19.609
1,100,9,60,1.00E+07,1000,21.545
1,100,9,60,1.00E+07,10000,20.804
1,100,9,60,1.00E+07,1.00E+05,22.694
1,100,9,120,1.00E+05,1000,18.064
1,100,9,120,1.00E+05,10000,19.3
1,100,9,120,1.00E+05,1.00E+05,17.992
1,100,9,120,1.00E+06,1000,20.136
1,100,9,120,1.00E+06,10000,19.01
1,100,9,120,1.00E+06,1.00E+05,20.877
1,100,9,120,2.00E+06,1000,19.082
1,100,9,120,2.00E+06,10000,19.841
1,100,9,120,2.00E+06,1.00E+05,20.662
1,100,9,120,1.00E+07,1000,22.438
1,100,9,120,1.00E+07,10000,24.795
1,100,9,120,1.00E+07,1.00E+05,26.964
1,100,9,300,1.00E+05,1000,21.044
1,100,9,300,1.00E+05,10000,18.685
1,100,9,300,1.00E+05,1.00E+05,19.373
1,100,9,300,1.00E+06,1000,20.792
1,100,9,300,1.00E+06,10000,20.13
1,100,9,300,1.00E+06,1.00E+05,18.756
1,100,9,300,2.00E+06,1000,19.124
1,100,9,300,2.00E+06,10000,21.072
1,100,9,300,2.00E+06,1.00E+05,20.037
1,100,9,300,1.00E+07,1000,24.837
1,100,9,300,1.00E+07,10000,20.963
1,100,9,300,1.00E+07,1.00E+05,23.153
1,100,12,1,1.00E+05,1000,18.045
1,100,12,1,1.00E+05,10000,18.348
1,100,12,1,1.00E+05,1.00E+05,17.888
1,100,12,1,1.00E+06,1000,20.561
1,100,12,1,1.00E+06,10000,19.014
1,100,12,1,1.00E+06,1.00E+05,17.366
1,100,12,1,2.00E+06,1000,19.081
1,100,12,1,2.00E+06,10000,21.226
1,100,12,1,2.00E+06,1.00E+05,20.296
1,100,12,1,1.00E+07,1000,32.793
1,100,12,1,1.00E+07,10000,29.77
1,100,12,1,1.00E+07,1.00E+05,29.928
1,100,12,10,1.00E+05,1000,19.529
1,100,12,10,1.00E+05,10000,19.259
1,100,12,10,1.00E+05,1.00E+05,20.691
1,100,12,10,1.00E+06,1000,19.659
1,100,12,10,1.00E+06,10000,17.957
1,100,12,10,1.00E+06,1.00E+05,19.995
1,100,12,10,2.00E+06,1000,20.243
1,100,12,10,2.00E+06,10000,20.007
1,100,12,10,2.00E+06,1.00E+05,19.949
1,100,12,10,1.00E+07,1000,24.744
1,100,12,10,1.00E+07,10000,22.483
1,100,12,10,1.00E+07,1.00E+05,25.784
1,100,12,60,1.00E+05,1000,18.171
1,100,12,60,1.00E+05,10000,20.525
1,100,12,60,1.00E+05,1.00E+05,20.498
1,100,12,60,1.00E+06,1000,18.182
1,100,12,60,1.00E+06,10000,19.79
1,100,12,60,1.00E+06,1.00E+05,17.707
1,100,12,60,2.00E+06,1000,21.163
1,100,12,60,2.00E+06,10000,20.47
1,100,12,60,2.00E+06,1.00E+05,21.03
1,100,12,60,1.00E+07,1000,22.725
1,100,12,60,1.00E+07,10000,25.619
1,100,12,60,1.00E+07,1.00E+05,21.929
1,100,12,120,1.00E+05,1000,18.112
1,100,12,120,1.00E+05,10000,19.574
1,100,12,120,1.00E+05,1.00E+05,19.664
1,100,12,120,1.00E+06,1000,18.999
1,100,12,120,1.00E+06,10000,19.978
1,100,12,120,1.00E+06,1.00E+05,18.665
1,100,12,120,2.00E+06,1000,20.58
1,100,12,120,2.00E+06,10000,20.808
1,100,12,120,2.00E+06,1.00E+05,19.389
1,100,12,120,1.00E+07,1000,22.992
1,100,12,120,1.00E+07,10000,22.353
1,100,12,120,1.00E+07,1.00E+05,24.852
1,100,12,300,1.00E+05,1000,20.429
1,100,12,300,1.00E+05,10000,21.162
1,100,12,300,1.00E+05,1.00E+05,19.457
1,100,12,300,1.00E+06,1000,18.048
1,100,12,300,1.00E+06,10000,19.121
1,100,12,300,1.00E+06,1.00E+05,20.242
1,100,12,300,2.00E+06,1000,20.443
1,100,12,300,2.00E+06,10000,19.222
1,100,12,300,2.00E+06,1.00E+05,19.389
1,100,12,300,1.00E+07,1000,21.447
1,100,12,300,1.00E+07,10000,22.561
1,100,12,300,1.00E+07,1.00E+05,23.472
1,100,15,1,1.00E+05,1000,18.457
1,100,15,1,1.00E+05,10000,17.457
1,100,15,1,1.00E+05,1.00E+05,19.456
1,100,15,1,1.00E+06,1000,18.698
1,100,15,1,1.00E+06,10000,17.893
1,100,15,1,1.00E+06,1.00E+05,19.74
1,100,15,1,2.00E+06,1000,18.966
1,100,15,1,2.00E+06,10000,19.062
1,100,15,1,2.00E+06,1.00E+05,21.221
1,100,15,1,1.00E+07,1000,37.52
1,100,15,1,1.00E+07,10000,36.572
1,100,15,1,1.00E+07,1.00E+05,36.932
1,100,15,10,1.00E+05,1000,20.669
1,100,15,10,1.00E+05,10000,20.499
1,100,15,10,1.00E+05,1.00E+05,17.837
1,100,15,10,1.00E+06,1000,19.485
1,100,15,10,1.00E+06,10000,19.731
1,100,15,10,1.00E+06,1.00E+05,19.878
1,100,15,10,2.00E+06,1000,19.296
1,100,15,10,2.00E+06,10000,19.817
1,100,15,10,2.00E+06,1.00E+05,19.226
1,100,15,10,1.00E+07,1000,24.168
1,100,15,10,1.00E+07,10000,26.416
1,100,15,10,1.00E+07,1.00E+05,24.051
1,100,15,60,1.00E+05,1000,19.336
1,100,15,60,1.00E+05,10000,19.021
1,100,15,60,1.00E+05,1.00E+05,19.888
1,100,15,60,1.00E+06,1000,19.08
1,100,15,60,1.00E+06,10000,17.933
1,100,15,60,1.00E+06,1.00E+05,20.935
1,100,15,60,2.00E+06,1000,19.141
1,100,15,60,2.00E+06,10000,20.181
1,100,15,60,2.00E+06,1.00E+05,22.603
1,100,15,60,1.00E+07,1000,24.822
1,100,15,60,1.00E+07,10000,28.66
1,100,15,60,1.00E+07,1.00E+05,34.834
1,100,15,120,1.00E+05,1000,38.351
1,100,15,120,1.00E+05,10000,38.846
1,100,15,120,1.00E+05,1.00E+05,38.663
1,100,15,120,1.00E+06,1000,39.269
1,100,15,120,1.00E+06,10000,37.698
1,100,15,120,1.00E+06,1.00E+05,39.749
1,100,15,120,2.00E+06,1000,42.397
1,100,15,120,2.00E+06,10000,40.835
1,100,15,120,2.00E+06,1.00E+05,43.165
1,100,15,120,1.00E+07,1000,47.104
1,100,15,120,1.00E+07,10000,52.818
1,100,15,120,1.00E+07,1.00E+05,60.945
1,100,15,300,1.00E+05,1000,41.478
1,100,15,300,1.00E+05,10000,41.17
1,100,15,300,1.00E+05,1.00E+05,39.786
1,100,15,300,1.00E+06,1000,39.581
1,100,15,300,1.00E+06,10000,38.404
1,100,15,300,1.00E+06,1.00E+05,40.683
1,100,15,300,2.00E+06,1000,40.741
1,100,15,300,2.00E+06,10000,42.422
1,100,15,300,2.00E+06,1.00E+05,41.747
1,100,15,300,1.00E+07,1000,59.808
1,100,15,300,1.00E+07,10000,42.526
1,100,15,300,1.00E+07,1.00E+05,53.92
1,100,18,1,1.00E+05,1000,42.584
1,100,18,1,1.00E+05,10000,40.373
1,100,18,1,1.00E+05,1.00E+05,38.065
1,100,18,1,1.00E+06,1000,37.942
1,100,18,1,1.00E+06,10000,38.09
1,100,18,1,1.00E+06,1.00E+05,40.695
1,100,18,1,2.00E+06,1000,37.125
1,100,18,1,2.00E+06,10000,40.528
1,100,18,1,2.00E+06,1.00E+05,43.807
1,100,18,1,1.00E+07,1000,92.297
1,100,18,1,1.00E+07,10000,78.287
1,100,18,1,1.00E+07,1.00E+05,68.576
1,100,18,10,1.00E+05,1000,39.172
1,100,18,10,1.00E+05,10000,37.873
1,100,18,10,1.00E+05,1.00E+05,36.757
1,100,18,10,1.00E+06,1000,40.549
1,100,18,10,1.00E+06,10000,37.537
1,100,18,10,1.00E+06,1.00E+05,39.241
1,100,18,10,2.00E+06,1000,39.294
1,100,18,10,2.00E+06,10000,40.246
1,100,18,10,2.00E+06,1.00E+05,41.684
1,100,18,10,1.00E+07,1000,50.144
1,100,18,10,1.00E+07,10000,51.608
1,100,18,10,1.00E+07,1.00E+05,43.136
1,100,18,60,1.00E+05,1000,38.607
1,100,18,60,1.00E+05,10000,38.698
1,100,18,60,1.00E+05,1.00E+05,38.206
1,100,18,60,1.00E+06,1000,38.847
1,100,18,60,1.00E+06,10000,38.834
1,100,18,60,1.00E+06,1.00E+05,40.198
1,100,18,60,2.00E+06,1000,39.387
1,100,18,60,2.00E+06,10000,38.782
1,100,18,60,2.00E+06,1.00E+05,39.763
1,100,18,60,1.00E+07,1000,46.907
1,100,18,60,1.00E+07,10000,53.049
1,100,18,60,1.00E+07,1.00E+05,54.857
1,100,18,120,1.00E+05,1000,41.073
1,100,18,120,1.00E+05,10000,37.254
1,100,18,120,1.00E+05,1.00E+05,41.905
1,100,18,120,1.00E+06,1000,43.268
1,100,18,120,1.00E+06,10000,42.304
1,100,18,120,1.00E+06,1.00E+05,42.136
1,100,18,120,2.00E+06,1000,40.483
1,100,18,120,2.00E+06,10000,40.077
1,100,18,120,2.00E+06,1.00E+05,43.442
1,100,18,120,1.00E+07,1000,64.972
1,100,18,120,1.00E+07,10000,66.913
1,100,18,120,1.00E+07,1.00E+05,58.226
1,100,18,300,1.00E+05,1000,38.013
1,100,18,300,1.00E+05,10000,37.874
1,100,18,300,1.00E+05,1.00E+05,38.184
1,100,18,300,1.00E+06,1000,43.913
1,100,18,300,1.00E+06,10000,41.97
1,100,18,300,1.00E+06,1.00E+05,40.976
1,100,18,300,2.00E+06,1000,41.908
1,100,18,300,2.00E+06,10000,38.048
1,100,18,300,2.00E+06,1.00E+05,38.499
1,100,18,300,1.00E+07,1000,50.677
1,100,18,300,1.00E+07,10000,39.895
1,100,18,300,1.00E+07,1.00E+05,61.31
1,1000,1,1,1.00E+05,1000,2942.7
1,1000,1,1,1.00E+05,10000,20009
1,1000,1,1,1.00E+05,1.00E+05,27924
1,1000,1,1,1.00E+06,1000,3099.4
1,1000,1,1,1.00E+06,10000,20612
1,1000,1,1,1.00E+06,1.00E+05,28636
1,1000,1,1,2.00E+06,1000,3115.3
1,1000,1,1,2.00E+06,10000,19121
1,1000,1,1,2.00E+06,1.00E+05,30863
1,1000,1,1,1.00E+07,1000,2862.4
1,1000,1,1,1.00E+07,10000,20733
1,1000,1,1,1.00E+07,1.00E+05,30284
1,1000,1,10,1.00E+05,1000,2889
1,1000,1,10,1.00E+05,10000,20422
1,1000,1,10,1.00E+05,1.00E+05,21127
1,1000,1,10,1.00E+06,1000,3112.3
1,1000,1,10,1.00E+06,10000,20490
1,1000,1,10,1.00E+06,1.00E+05,31966
1,1000,1,10,2.00E+06,1000,3112.5
1,1000,1,10,2.00E+06,10000,21051
1,1000,1,10,2.00E+06,1.00E+05,33486
1,1000,1,10,1.00E+07,1000,2884.3
1,1000,1,10,1.00E+07,10000,22062
1,1000,1,10,1.00E+07,1.00E+05,30800
1,1000,1,60,1.00E+05,1000,3206.3
1,1000,1,60,1.00E+05,10000,20706
1,1000,1,60,1.00E+05,1.00E+05,30125
1,1000,1,60,1.00E+06,1000,3119.4
1,1000,1,60,1.00E+06,10000,19749
1,1000,1,60,1.00E+06,1.00E+05,29852
1,1000,1,60,2.00E+06,1000,2952.9
1,1000,1,60,2.00E+06,10000,20672
1,1000,1,60,2.00E+06,1.00E+05,30437
1,1000,1,60,1.00E+07,1000,3113.5
1,1000,1,60,1.00E+07,10000,20827
1,1000,1,60,1.00E+07,1.00E+05,30913
1,1000,1,120,1.00E+05,1000,2975.9
1,1000,1,120,1.00E+05,10000,20305
1,1000,1,120,1.00E+05,1.00E+05,31187
1,1000,1,120,1.00E+06,1000,2832.6
1,1000,1,120,1.00E+06,10000,19671
1,1000,1,120,1.00E+06,1.00E+05,30629
1,1000,1,120,2.00E+06,1000,2997.4
1,1000,1,120,2.00E+06,10000,21012
1,1000,1,120,2.00E+06,1.00E+05,30162
1,1000,1,120,1.00E+07,1000,3038.6
1,1000,1,120,1.00E+07,10000,21706
1,1000,1,120,1.00E+07,1.00E+05,30014
1,1000,1,300,1.00E+05,1000,2857.8
1,1000,1,300,1.00E+05,10000,20595
1,1000,1,300,1.00E+05,1.00E+05,22319
1,1000,1,300,1.00E+06,1000,2904.6
1,1000,1,300,1.00E+06,10000,20688
1,1000,1,300,1.00E+06,1.00E+05,33288
1,1000,1,300,2.00E+06,1000,2909.6
1,1000,1,300,2.00E+06,10000,20278
1,1000,1,300,2.00E+06,1.00E+05,30834
1,1000,1,300,1.00E+07,1000,3030.5
1,1000,1,300,1.00E+07,10000,21701
1,1000,1,300,1.00E+07,1.00E+05,22104
1,1000,2,1,1.00E+05,1000,879.73
1,1000,2,1,1.00E+05,10000,5877.8
1,1000,2,1,1.00E+05,1.00E+05,7327
1,1000,2,1,1.00E+06,1000,992.87
1,1000,2,1,1.00E+06,10000,6000.2
1,1000,2,1,1.00E+06,1.00E+05,8312.2
1,1000,2,1,2.00E+06,1000,1035.8
1,1000,2,1,2.00E+06,10000,5990
1,1000,2,1,2.00E+06,1.00E+05,7508.5
1,1000,2,1,1.00E+07,1000,1039.2
1,1000,2,1,1.00E+07,10000,6124.9
1,1000,2,1,1.00E+07,1.00E+05,7319.5
1,1000,2,10,1.00E+05,1000,895.38
1,1000,2,10,1.00E+05,10000,5883.2
1,1000,2,10,1.00E+05,1.00E+05,8125.6
1,1000,2,10,1.00E+06,1000,928.65
1,1000,2,10,1.00E+06,10000,6099.1
1,1000,2,10,1.00E+06,1.00E+05,10202
1,1000,2,10,2.00E+06,1000,914.93
1,1000,2,10,2.00E+06,10000,5853
1,1000,2,10,2.00E+06,1.00E+05,7295.5
1,1000,2,10,1.00E+07,1000,1009.7
1,1000,2,10,1.00E+07,10000,6087
1,1000,2,10,1.00E+07,1.00E+05,9246.7
1,1000,2,60,1.00E+05,1000,924.08
1,1000,2,60,1.00E+05,10000,5732.5
1,1000,2,60,1.00E+05,1.00E+05,8075.7
1,1000,2,60,1.00E+06,1000,929.96
1,1000,2,60,1.00E+06,10000,5942.8
1,1000,2,60,1.00E+06,1.00E+05,7566.2
1,1000,2,60,2.00E+06,1000,956.23
1,1000,2,60,2.00E+06,10000,6075.3
1,1000,2,60,2.00E+06,1.00E+05,9381.5
1,1000,2,60,1.00E+07,1000,958.74
1,1000,2,60,1.00E+07,10000,6168.9
1,1000,2,60,1.00E+07,1.00E+05,9327.8
1,1000,2,120,1.00E+05,1000,1047.4
1,1000,2,120,1.00E+05,10000,6169
1,1000,2,120,1.00E+05,1.00E+05,7714.3
1,1000,2,120,1.00E+06,1000,923.34
1,1000,2,120,1.00E+06,10000,6036.6
1,1000,2,120,1.00E+06,1.00E+05,9393.3
1,1000,2,120,2.00E+06,1000,985.73
1,1000,2,120,2.00E+06,10000,6229
1,1000,2,120,2.00E+06,1.00E+05,8105.3
1,1000,2,120,1.00E+07,1000,1005.6
1,1000,2,120,1.00E+07,10000,5757.6
1,1000,2,120,1.00E+07,1.00E+05,9236
1,1000,2,300,1.00E+05,1000,948.74
1,1000,2,300,1.00E+05,10000,6168.8
1,1000,2,300,1.00E+05,1.00E+05,7281.7
1,1000,2,300,1.00E+06,1000,927.5
1,1000,2,300,1.00E+06,10000,6125.7
1,1000,2,300,1.00E+06,1.00E+05,6684.6
1,1000,2,300,2.00E+06,1000,1001.5
1,1000,2,300,2.00E+06,10000,6100.4
1,1000,2,300,2.00E+06,1.00E+05,8891.5
1,1000,2,300,1.00E+07,1000,918.61
1,1000,2,300,1.00E+07,10000,6507.5
1,1000,2,300,1.00E+07,1.00E+05,7939.8
1,1000,3,1,1.00E+05,1000,101.54
1,1000,3,1,1.00E+05,10000,100.26
1,1000,3,1,1.00E+05,1.00E+05,96.506
1,1000,3,1,1.00E+06,1000,97.758
1,1000,3,1,1.00E+06,10000,96.322
1,1000,3,1,1.00E+06,1.00E+05,95.886
1,1000,3,1,2.00E+06,1000,104.48
1,1000,3,1,2.00E+06,10000,106.96
1,1000,3,1,2.00E+06,1.00E+05,96.862
1,1000,3,1,1.00E+07,1000,122.28
1,1000,3,1,1.00E+07,10000,123.5
1,1000,3,1,1.00E+07,1.00E+05,114.14
1,1000,3,10,1.00E+05,1000,104.47
1,1000,3,10,1.00E+05,10000,95.114
1,1000,3,10,1.00E+05,1.00E+05,96.536
1,1000,3,10,1.00E+06,1000,99.414
1,1000,3,10,1.00E+06,10000,100.45
1,1000,3,10,1.00E+06,1.00E+05,90.941
1,1000,3,10,2.00E+06,1000,102.1
1,1000,3,10,2.00E+06,10000,102.58
1,1000,3,10,2.00E+06,1.00E+05,101.66
1,1000,3,10,1.00E+07,1000,104.56
1,1000,3,10,1.00E+07,10000,113.08
1,1000,3,10,1.00E+07,1.00E+05,108.22
1,1000,3,60,1.00E+05,1000,94.957
1,1000,3,60,1.00E+05,10000,98.909
1,1000,3,60,1.00E+05,1.00E+05,101.75
1,1000,3,60,1.00E+06,1000,102.9
1,1000,3,60,1.00E+06,10000,96.307
1,1000,3,60,1.00E+06,1.00E+05,99.516
1,1000,3,60,2.00E+06,1000,95.302
1,1000,3,60,2.00E+06,10000,104.47
1,1000,3,60,2.00E+06,1.00E+05,87.087
1,1000,3,60,1.00E+07,1000,117.96
1,1000,3,60,1.00E+07,10000,99.835
1,1000,3,60,1.00E+07,1.00E+05,109.68
1,1000,3,120,1.00E+05,1000,95.792
1,1000,3,120,1.00E+05,10000,99.587
1,1000,3,120,1.00E+05,1.00E+05,93.597
1,1000,3,120,1.00E+06,1000,95.892
1,1000,3,120,1.00E+06,10000,97.467
1,1000,3,120,1.00E+06,1.00E+05,99.301
1,1000,3,120,2.00E+06,1000,103.15
1,1000,3,120,2.00E+06,10000,104.66
1,1000,3,120,2.00E+06,1.00E+05,100.75
1,1000,3,120,1.00E+07,1000,95.753
1,1000,3,120,1.00E+07,10000,115.64
1,1000,3,120,1.00E+07,1.00E+05,105.58
1,1000,3,300,1.00E+05,1000,98.852
1,1000,3,300,1.00E+05,10000,99.091
1,1000,3,300,1.00E+05,1.00E+05,94.14
1,1000,3,300,1.00E+06,1000,93.107
1,1000,3,300,1.00E+06,10000,101.04
1,1000,3,300,1.00E+06,1.00E+05,97.984
1,1000,3,300,2.00E+06,1000,106.07
1,1000,3,300,2.00E+06,10000,101.7
1,1000,3,300,2.00E+06,1.00E+05,111.53
1,1000,3,300,1.00E+07,1000,100.25
1,1000,3,300,1.00E+07,10000,108.27
1,1000,3,300,1.00E+07,1.00E+05,103.14
1,1000,6,1,1.00E+05,1000,89.257
1,1000,6,1,1.00E+05,10000,85.511
1,1000,6,1,1.00E+05,1.00E+05,95.895
1,1000,6,1,1.00E+06,1000,96.676
1,1000,6,1,1.00E+06,10000,93.515
1,1000,6,1,1.00E+06,1.00E+05,85.864
1,1000,6,1,2.00E+06,1000,103.12
1,1000,6,1,2.00E+06,10000,100.43
1,1000,6,1,2.00E+06,1.00E+05,87.585
1,1000,6,1,1.00E+07,1000,119.24
1,1000,6,1,1.00E+07,10000,121.31
1,1000,6,1,1.00E+07,1.00E+05,111.59
1,1000,6,10,1.00E+05,1000,91.261
1,1000,6,10,1.00E+05,10000,93.441
1,1000,6,10,1.00E+05,1.00E+05,90.938
1,1000,6,10,1.00E+06,1000,97.673
1,1000,6,10,1.00E+06,10000,93.199
1,1000,6,10,1.00E+06,1.00E+05,94.109
1,1000,6,10,2.00E+06,1000,99.886
1,1000,6,10,2.00E+06,10000,92.473
1,1000,6,10,2.00E+06,1.00E+05,95.007
1,1000,6,10,1.00E+07,1000,114.04
1,1000,6,10,1.00E+07,10000,113.83
1,1000,6,10,1.00E+07,1.00E+05,99.636
1,1000,6,60,1.00E+05,1000,96.543
1,1000,6,60,1.00E+05,10000,92.835
1,1000,6,60,1.00E+05,1.00E+05,92.518
1,1000,6,60,1.00E+06,1000,93.757
1,1000,6,60,1.00E+06,10000,100.55
1,1000,6,60,1.00E+06,1.00E+05,95.301
1,1000,6,60,2.00E+06,1000,93.822
1,1000,6,60,2.00E+06,10000,95.215
